Url,Index,Title,Author,Stars,Price
https://www.amazon.in//101-Panchatantra-Stories-Dreamland-Publications/dp/938797149X/ref=zg_bs_books_90/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#90,101 Panchatantra Stories,Dreamland Publications,4.3 out of 5 stars,116.00
https://www.amazon.in//Objective-NCERT-your-FINGERTIPS-NEET-AIIMS/dp/938997125X/ref=zg_bs_books_91/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#91,Objective NCERT at your FINGERTIPS for NEET-AIIMS - Physics,MTG Editorial Board,4.5 out of 5 stars,440.00
https://www.amazon.in//Maharashtra-Admissions-College-Chapterwise-Question/dp/B09B11TPT2/ref=zg_bs_books_92/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#92,XI CET | Maharashtra FYJC CET 2021 | Admissions to Std 11 College | 2179 Chapterwise Solved MCQs Question Bank |10 English Medium| Class 10 All Boards,Content Team at Target Publications,4.6 out of 5 stars,300.00
https://www.amazon.in//Parks-Textbook-Preventive-Social-Medicine/dp/9382219161/ref=zg_bs_books_93/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#93,Park's Textbook Of Preventive And Social Medicine,K.Park,4.2 out of 5 stars,855.00
https://www.amazon.in//PHONIC-READER-LEVEL-1/dp/9384625760/ref=zg_bs_books_94/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#94,All set to Read-A Phonic Reader-Level 1- PHONICS READERS- 6 books in a Box: Box set,Om Books Editorial Team,4.5 out of 5 stars,499.00
https://www.amazon.in//Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_books_95/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#95,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,4.5 out of 5 stars,310.00
https://www.amazon.in//Spoken-English-Course-Telugu-Vashista/dp/B08W1SNNLP/ref=zg_bs_books_96/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#96,Spoken English Course (Telugu),Vashista 360,4.3 out of 5 stars,324.00
https://www.amazon.in//Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=zg_bs_books_97/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#97,The Diary of a Young Girl,Anne Frank,4.6 out of 5 stars,175.00
https://www.amazon.in//Tuesdays-Morrie-young-greatest-lesson/dp/0751527378/ref=zg_bs_books_98/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#98,"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson",Mitch Albom,4.6 out of 5 stars,199.00
https://www.amazon.in//Harry-Potter-Philosophers-Stone-Rowling/dp/1408855658/ref=zg_bs_books_99/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#99,Harry Potter and the Philosopher's Stone,J.K. Rowling,4.7 out of 5 stars,367.06
https://www.amazon.in//NTA-UGC-NET-SET-JRF/dp/9390577675/ref=zg_bs_books_100/259-5876126-4360807?_encoding=UTF8&psc=1&refRID=HY1BE33A3VFX36JKYN59,#100,NTA UGC NET/ SET/ JRF : Paper 1 Teaching and Research Aptitude | Fifth Edition | By Pearson,K V S Madaan,4.4 out of 5 stars,257.00
https://www.amazon.in//American-Marxism-Mark-R-Levin/dp/150113597X/ref=zg_bs_books_1/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#1,American Marxism,Mark R. Levin,4.9 out of 5 stars,16.80
https://www.amazon.in//Letter-Your-Teacher-First-School/dp/1735414123/ref=zg_bs_books_2/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#2,A Letter From Your Teacher: On the First Day of School,Shannon Olsen,4.8 out of 5 stars,10.89
https://www.amazon.in//Our-Class-Family-Shannon-Olsen/dp/0578629097/ref=zg_bs_books_3/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#3,Our Class is a Family,Shannon Olsen,4.8 out of 5 stars,10.80
https://www.amazon.in//Ends-Us-Novel-Colleen-Hoover/dp/1501110365/ref=zg_bs_books_4/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#4,It Ends with Us: A Novel,Colleen Hoover,4.7 out of 5 stars,10.80
https://www.amazon.in//Billy-Summers-Stephen-King/dp/1982173610/ref=zg_bs_books_5/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#5,Billy Summers,Stephen King,4.7 out of 5 stars,18.00
https://www.amazon.in//Truth-About-COVID-19-Lockdowns-Passports/dp/1645020886/ref=zg_bs_books_6/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#6,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",Doctor Joseph Mercola,4.7 out of 5 stars,15.83
https://www.amazon.in//Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=zg_bs_books_7/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#7,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8 out of 5 stars,11.98
https://www.amazon.in//Last-Thing-He-Told-Me/dp/1501171348/ref=zg_bs_books_8/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#8,The Last Thing He Told Me: A Novel,Laura Dave,4.3 out of 5 stars,16.20
https://www.amazon.in//My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_9/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#9,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8 out of 5 stars,5.51
https://www.amazon.in//Forever-Dog-Surprising-Companion-Healthier/dp/0063002604/ref=zg_bs_books_10/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#10,"The Forever Dog: Surprising New Science to Help Your Canine Companion Live Younger, Healthier, and Longer",Rodney HabibHardcover$20.49,Not Available,Not Available
https://www.amazon.in//Verity-Colleen-Hoover/dp/1791392792/ref=zg_bs_books_11/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#11,Verity,Colleen Hoover,4.6 out of 5 stars,11.99
https://www.amazon.in//Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=zg_bs_books_12/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#12,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6 out of 5 stars,9.42
https://www.amazon.in//Body-Keeps-Score-Healing-Trauma/dp/0143127748/ref=zg_bs_books_13/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#13,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8 out of 5 stars,11.40
https://www.amazon.in//Four-Agreements-Practical-Personal-Freedom/dp/1878424319/ref=zg_bs_books_14/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#14,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7 out of 5 stars,5.77
https://www.amazon.in//Kindergarten-Here-Come-D-J-Steinberg/dp/0448456249/ref=zg_bs_books_15/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#15,"Kindergarten, Here I Come!",D.J. Steinberg,4.8 out of 5 stars,3.77
https://www.amazon.in//If-Animals-Kissed-Good-Night/dp/0374300216/ref=zg_bs_books_16/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#16,If Animals Kissed Good Night,Ann Whitford Paul,4.8 out of 5 stars,4.44
https://www.amazon.in//Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_17/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#17,The Very Hungry Caterpillar,Eric Carle,4.9 out of 5 stars,5.06
https://www.amazon.in//We-Were-Never-Here-Novel/dp/198482046X/ref=zg_bs_books_18/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#18,We Were Never Here: A Novel,Andrea Bartz,4.0 out of 5 stars,16.73
https://www.amazon.in//Burn-After-Writing-Sharon-Jones/dp/0593329910/ref=zg_bs_books_19/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#19,Burn After Writing (Pink),Sharon Jones,4.6 out of 5 stars,6.99
https://www.amazon.in//Collected-Works-Jim-Morrison-Transcripts/dp/0063028972/ref=zg_bs_books_20/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#20,"The Collected Works of Jim Morrison: Poetry, Journals, Transcripts, and Lyrics",Jim Morrison,4.8 out of 5 stars,39.99
https://www.amazon.in//I-Love-You-Moon-Back/dp/1589255518/ref=zg_bs_books_21/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#21,I Love You to the Moon and Back,Amelia Hepworth,4.9 out of 5 stars,4.22
https://www.amazon.in//Rich-Dad-Poor-Teach-Middle/dp/1612680178/ref=zg_bs_books_22/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#22,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7 out of 5 stars,10.00
https://www.amazon.in//Come-Over-Southern-Delicious-Occasion/dp/0358248094/ref=zg_bs_books_23/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#23,Come On Over!: Southern Delicious for Every Day and Every Occasion,Elizabeth Heiskell,4.6 out of 5 stars,17.70
https://www.amazon.in//Night-Before-Kindergarten-Natasha-Wing/dp/0448425009/ref=zg_bs_books_24/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#24,The Night Before Kindergarten,Natasha Wing,4.8 out of 5 stars,4.99
https://www.amazon.in//Boy-Mole-Fox-Horse/dp/0062976583/ref=zg_bs_books_25/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#25,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8 out of 5 stars,13.79
https://www.amazon.in//First-Jitters-Hartwells-Classroom-Adventures/dp/158089061X/ref=zg_bs_books_26/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#26,First Day Jitters (The Jitters Series),Julie Danneberg,4.9 out of 5 stars,7.14
https://www.amazon.in//Publication-Manual-American-Psychological-Association/dp/143383216X/ref=zg_bs_books_27/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#27,"Publication Manual of the American Psychological Association: 7th Edition, 2020 Copyright",American Psychological Association,4.8 out of 5 stars,23.99
https://www.amazon.in//Alone-Can-Fix-Donald-Catastrophic/dp/0593298942/ref=zg_bs_books_28/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#28,I Alone Can Fix It: Donald J. Trump's Catastrophic Final Year,Carol Leonnig,4.7 out of 5 stars,17.92
https://www.amazon.in//Where-Crawdads-Sing-Delia-Owens/dp/0735219109/ref=zg_bs_books_29/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#29,Where the Crawdads Sing,Delia Owens,4.8 out of 5 stars,9.98
https://www.amazon.in//People-Meet-Vacation-Emily-Henry/dp/1984806750/ref=zg_bs_books_30/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#30,People We Meet on Vacation,Emily Henry,4.4 out of 5 stars,9.98
https://www.amazon.in//Outsiders-S-Hinton/dp/014240733X/ref=zg_bs_books_31/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#31,The Outsiders,S. E. Hinton,4.8 out of 5 stars,5.89
https://www.amazon.in//Here-Right-Matters-American-Story/dp/0063079429/ref=zg_bs_books_32/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#32,"Here, Right Matters: An American Story",Alexander Vindman,4.9 out of 5 stars,16.19
https://www.amazon.in//Pigeon-HAS-Go-School/dp/1368046452/ref=zg_bs_books_33/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#33,The Pigeon HAS to Go to School!,Mo Willems,4.9 out of 5 stars,7.78
https://www.amazon.in//48-Laws-Power-Robert-Greene/dp/0140280197/ref=zg_bs_books_34/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#34,The 48 Laws of Power,Robert Greene,4.7 out of 5 stars,14.99
https://www.amazon.in//Love-Languages-Secret-that-Lasts/dp/080241270X/ref=zg_bs_books_35/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#35,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8 out of 5 stars,7.59
https://www.amazon.in//Paper-Palace-Miranda-Cowley-Heller/dp/0593329821/ref=zg_bs_books_36/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#36,The Paper Palace: A Novel,Miranda Cowley Heller,4.3 out of 5 stars,16.20
https://www.amazon.in//Malibu-Rising-Taylor-Jenkins-Reid/dp/1524798657/ref=zg_bs_books_37/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#37,Malibu Rising: A Novel,Taylor Jenkins Reid,4.3 out of 5 stars,16.80
https://www.amazon.in//Midnight-Library-Novel-Matt-Haig/dp/0525559477/ref=zg_bs_books_38/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#38,The Midnight Library: A Novel,Matt Haig,4.4 out of 5 stars,13.29
https://www.amazon.in//Rand-McNally-Large-Scale-Atlas/dp/0528023780/ref=zg_bs_books_39/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#39,Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.8 out of 5 stars,14.00
https://www.amazon.in//School-Zone-Multiplication-Grades-Concentration/dp/0938256939/ref=zg_bs_books_40/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#40,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",School Zone,4.7 out of 5 stars,2.67
https://www.amazon.in//Ugly-Love-Novel-Colleen-Hoover/dp/1476753180/ref=zg_bs_books_41/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#41,Ugly Love: A Novel,Colleen Hoover,4.7 out of 5 stars,10.19
https://www.amazon.in//Self-Love-Workbook-Women-Self-Doubt-Self-Compassion/dp/1647397294/ref=zg_bs_books_42/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#42,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are",Megan Logan MSW LCSW,4.7 out of 5 stars,9.59
https://www.amazon.in//Paint-Sticker-Kids-Animals-Pictures/dp/0761189602/ref=zg_bs_books_43/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#43,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8 out of 5 stars,5.01
https://www.amazon.in//Order-Live-Korean-Journey-Freedom/dp/014310974X/ref=zg_bs_books_44/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#44,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,4.8 out of 5 stars,11.99
https://www.amazon.in//Time-School-Little-Blue-Truck/dp/0358412242/ref=zg_bs_books_45/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#45,"Time for School, Little Blue Truck",Alice Schertle,4.9 out of 5 stars,10.77
https://www.amazon.in//Alchemist-Paulo-Coelho/dp/0062315005/ref=zg_bs_books_46/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#46,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7 out of 5 stars,8.89
https://www.amazon.in//Brown-Bear-What-You-See/dp/0805047905/ref=zg_bs_books_47/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#47,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9 out of 5 stars,5.00
https://www.amazon.in//Dune-Chronicles-Book-1/dp/0441013597/ref=zg_bs_books_48/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#48,"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7 out of 5 stars,9.49
https://www.amazon.in//1984-Signet-Classics-George-Orwell/dp/0451524934/ref=zg_bs_books_49/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#49,"1984 (Signet Classics), Book Cover May Vary",George Orwell,4.7 out of 5 stars,7.48
https://www.amazon.in//Grumpy-Monkey-Suzanne-Lang/dp/0553537865/ref=zg_bs_books_50/140-3223271-8083930?_encoding=UTF8&psc=1&refRID=NVTS12PPNCGC5T5FBDA7,#50,Grumpy Monkey,Suzanne Lang,4.8 out of 5 stars,6.97
https://www.amazon.in//Beach-Read-Emily-Henry/dp/1984806734/ref=zg_bs_books_51/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#51,Beach Read,Emily Henry,4.4 out of 5 stars,7.36
https://www.amazon.in//Kill-Mockingbird-Harper-Lee/dp/0060935464/ref=zg_bs_books_52/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#52,To Kill a Mockingbird,Harper Lee,4.8 out of 5 stars,7.19
https://www.amazon.in//Crystals-Beginners-Guide-Started-Healing/dp/1623159911/ref=zg_bs_books_53/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#53,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8 out of 5 stars,8.99
https://www.amazon.in//Joshua-Weissman-Unapologetic-Cookbook/dp/1615649980/ref=zg_bs_books_54/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#54,Joshua Weissman: An Unapologetic Cookbook,Joshua WeissmanHardcover$19.20,Not Available,Not Available
https://www.amazon.in//How-Win-Friends-Influence-People/dp/0671027034/ref=zg_bs_books_55/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#55,How to Win Friends & Influence People,Dale Carnegie,4.7 out of 5 stars,10.99
https://www.amazon.in//Lord-Flies-William-Golding/dp/0399501487/ref=zg_bs_books_56/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#56,Lord of the Flies,William Golding,4.6 out of 5 stars,5.99
https://www.amazon.in//How-Saved-World-Jesse-Watters/dp/0063049082/ref=zg_bs_books_57/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#57,How I Saved the World,Jesse Watters,4.7 out of 5 stars,17.64
https://www.amazon.in//High-Conflict-Why-Get-Trapped/dp/1982128569/ref=zg_bs_books_58/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#58,High Conflict: Why We Get Trapped and How We Get Out,Amanda Ripley,4.7 out of 5 stars,19.79
https://www.amazon.in//Essays-That-Will-Change-Think/dp/1945796065/ref=zg_bs_books_59/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#59,101 Essays That Will Change The Way You Think,Brianna Wiest,4.7 out of 5 stars,19.37
https://www.amazon.in//Night-Before-First-Grade/dp/0448437473/ref=zg_bs_books_60/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#60,The Night Before First Grade,Natasha Wing,4.8 out of 5 stars,4.98
https://www.amazon.in//Subtle-Art-Not-Giving-Counterintuitive/dp/0062457713/ref=zg_bs_books_61/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#61,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6 out of 5 stars,11.60
https://www.amazon.in//Chicka-Boom-Board-Book/dp/1442450703/ref=zg_bs_books_62/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#62,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9 out of 5 stars,4.59
https://www.amazon.in//Medical-Medium-Cleanse-Heal-Depression/dp/1401958451/ref=zg_bs_books_63/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#63,"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cys",Anthony William,4.7 out of 5 stars,16.99
https://www.amazon.in//Wonderful-Things-You-Will-Be/dp/0385376715/ref=zg_bs_books_64/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#64,The Wonderful Things You Will Be,Emily Winfield Martin,4.9 out of 5 stars,8.55
https://www.amazon.in//Goodnight-Moon-Margaret-Wise-Brown/dp/0694003611/ref=zg_bs_books_65/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#65,Goodnight Moon,Margaret Wise Brown,4.9 out of 5 stars,5.36
https://www.amazon.in//New-World-Order-Ralph-Epperson/dp/1592324789/ref=zg_bs_books_66/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#66,The New World Order,Ralph Epperson,4.6 out of 5 stars,16.95
https://www.amazon.in//Invisible-Life-Addie-LaRue/dp/0765387565/ref=zg_bs_books_67/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#67,The Invisible Life of Addie LaRue,V. E. Schwab,4.5 out of 5 stars,16.19
https://www.amazon.in//Four-Winds-Novel-Kristin-Hannah/dp/1250178606/ref=zg_bs_books_68/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#68,The Four Winds: A Novel,Kristin Hannah,4.5 out of 5 stars,14.49
https://www.amazon.in//Merriam-Websters-Pocket-Dictionary-Merriam-Webster/dp/0877795304/ref=zg_bs_books_69/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#69,"Merriam-Webster's Pocket Dictionary, Newest Edition",Merriam-Webster,4.6 out of 5 stars,4.99
https://www.amazon.in//My-First-Library-Boxset-Board/dp/9387779262/ref=zg_bs_books_70/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#70,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6 out of 5 stars,17.71
https://www.amazon.in//Gifts-Imperfection-Think-Supposed-Embrace/dp/159285849X/ref=zg_bs_books_71/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7 out of 5 stars,6.96
https://www.amazon.in//School-Zone-Preschool-Pre-Writing-Pre-Reading/dp/0887431453/ref=zg_bs_books_72/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#72,"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8 out of 5 stars,7.48
https://www.amazon.in//Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=zg_bs_books_73/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#73,Man's Search for Meaning,Viktor E. Frankl,4.7 out of 5 stars,8.39
https://www.amazon.in//Animal-Farm-George-Orwell/dp/0451526341/ref=zg_bs_books_74/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#74,Animal Farm: 75th Anniversary Edition,George Orwell,4.7 out of 5 stars,7.48
https://www.amazon.in//Project-Hail-Mary-Andy-Weir/dp/0593135202/ref=zg_bs_books_75/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#75,Project Hail Mary: A Novel,Andy Weir,4.7 out of 5 stars,14.49
https://www.amazon.in//Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=zg_bs_books_76/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#76,Fahrenheit 451,Ray Bradbury,4.6 out of 5 stars,8.29
https://www.amazon.in//Dragons-Love-Tacos-Adam-Rubin/dp/0803736800/ref=zg_bs_books_77/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#77,Dragons Love Tacos,Adam Rubin,4.7 out of 5 stars,8.95
https://www.amazon.in//We-Dont-Eat-Our-Classmates/dp/1368003559/ref=zg_bs_books_78/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#78,We Don't Eat Our Classmates,Ryan T. Higgins,4.9 out of 5 stars,11.98
https://www.amazon.in//Unhoneymooners-Christina-Lauren/dp/1501128035/ref=zg_bs_books_79/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#79,The Unhoneymooners,Christina Lauren,4.5 out of 5 stars,8.44
https://www.amazon.in//Song-Achilles-Novel-Madeline-Miller/dp/0062060627/ref=zg_bs_books_80/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#80,The Song of Achilles: A Novel,Madeline Miller,4.7 out of 5 stars,10.35
https://www.amazon.in//Wheres-Spot-Eric-Hill/dp/0399240462/ref=zg_bs_books_81/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#81,Where's Spot?,Eric Hill,4.8 out of 5 stars,4.98
https://www.amazon.in//Giver-Quartet-Lois-Lowry/dp/0544336267/ref=zg_bs_books_82/132-9522649-7224615?_encoding=UTF8&psc=1&refRID=F0EJAM2NT0ARZR1XHB6N,#82,The Giver (1) (Giver Quartet),Lois Lowry,4.7 out of 5 stars,5.55
